timestamp,machine_id,operating_mode,temperature_c,vibration_mm_s,pressure_kpa,current_a,rpm,ambient_c,maintenance_age_days,fault_label,fault_type
2025-01-22T12:00:00Z,M009,high_load,62.516,2.976,158.656,16.777,2464.5,24.919,95,0,none
2025-01-22T18:00:00Z,M009,high_load,59.108,2.993,158.714,16.431,2230.1,20.743,95,0,none
2025-01-23T00:00:00Z,M009,idle,37.52,1.292,109.099,5.24,701.6,15.506,96,0,none
2025-01-23T06:00:00Z,M009,idle,37.601,0.952,108.757,4.586,642.0,18.361,96,0,none
2025-01-23T12:00:00Z,M009,idle,39.792,1.057,102.927,4.399,603.6,25.106,96,0,none
2025-01-23T18:00:00Z,M009,idle,39.873,1.096,109.374,5.637,692.7,22.411,96,0,none
2025-01-24T00:00:00Z,M009,idle,37.636,1.104,105.454,4.81,711.3,15.547,97,0,none
2025-01-24T06:00:00Z,M009,load,51.088,1.88,135.606,12.207,1599.6,18.566,97,0,none
2025-01-24T12:00:00Z,M009,load,50.625,1.982,135.564,12.204,1567.3,23.306,97,0,none
2025-01-24T18:00:00Z,M009,load,51.928,2.506,136.26,11.915,1456.0,21.447,97,0,none
2025-01-25T00:00:00Z,M009,load,47.727,1.835,135.516,12.358,1641.7,15.037,98,0,none
2025-01-25T06:00:00Z,M009,load,50.262,2.056,134.153,11.828,1607.0,18.102,98,0,none
2025-01-25T12:00:00Z,M009,load,50.946,2.135,136.436,11.959,1585.7,25.281,98,0,none
2025-01-25T18:00:00Z,M009,load,50.829,2.582,137.023,12.001,1544.0,22.114,98,0,none
2025-01-26T00:00:00Z,M009,load,47.473,2.106,133.204,12.171,1619.0,16.116,99,0,none
2025-01-26T06:00:00Z,M009,load,50.808,2.23,129.945,11.182,1626.6,19.312,99,0,none
2025-01-26T12:00:00Z,M009,load,54.607,2.286,133.715,11.349,1661.0,24.475,99,0,none
2025-01-26T18:00:00Z,M009,load,50.92,2.348,136.64,11.608,1643.1,21.985,99,0,none
2025-01-27T00:00:00Z,M009,load,46.951,2.14,137.105,11.062,1614.3,15.499,100,0,none
2025-01-27T06:00:00Z,M009,load,51.075,2.068,134.772,12.162,1616.1,18.649,100,0,none
2025-01-27T12:00:00Z,M009,high_load,61.849,3.037,154.169,16.968,2274.3,24.678,100,0,none
2025-01-27T18:00:00Z,M009,high_load,62.721,2.822,152.908,16.846,2222.0,22.379,100,0,none
2025-01-28T00:00:00Z,M009,high_load,57.674,3.03,157.969,16.687,2381.1,15.198,101,0,none
2025-01-28T06:00:00Z,M009,high_load,60.431,2.906,159.492,16.253,2357.0,18.764,101,0,none
2025-01-28T12:00:00Z,M009,high_load,63.075,2.723,155.728,16.017,2224.8,25.736,101,0,none
2025-01-28T18:00:00Z,M009,high_load,61.334,2.95,159.646,17.054,2315.8,20.873,101,0,none
2025-01-29T00:00:00Z,M009,idle,39.208,1.232,109.59,4.319,556.5,15.42,102,0,none
2025-01-29T06:00:00Z,M009,idle,35.715,1.281,109.427,5.113,697.9,18.612,102,0,none
2025-01-29T12:00:00Z,M009,idle,39.183,1.212,104.673,5.399,512.9,24.703,102,0,none
2025-01-29T18:00:00Z,M009,idle,41.237,1.079,106.768,3.904,674.6,22.607,102,0,none
2025-01-30T00:00:00Z,M009,idle,36.755,1.031,106.405,4.859,663.5,14.905,103,0,none
2025-01-30T06:00:00Z,M009,load,51.43,2.024,135.27,11.256,1564.9,19.161,103,0,none
2025-01-30T12:00:00Z,M009,load,50.641,2.21,133.182,12.361,1572.5,24.672,103,0,none
2025-01-30T18:00:00Z,M009,load,53.723,2.124,140.604,11.96,1584.0,21.771,103,0,none
2025-01-31T00:00:00Z,M009,load,52.458,2.433,136.755,11.101,1485.3,16.194,104,0,none
2025-01-31T06:00:00Z,M009,load,49.738,1.975,133.14,11.273,1568.7,19.979,104,0,none
2025-01-31T12:00:00Z,M009,load,55.49,1.925,139.043,11.952,1625.0,24.899,104,0,none
2025-01-31T18:00:00Z,M009,load,54.176,2.263,136.491,12.2,1510.9,22.231,104,0,none
2025-02-01T00:00:00Z,M009,load,48.542,2.008,137.483,12.024,1548.6,15.808,105,0,none
2025-02-01T06:00:00Z,M009,load,50.824,2.295,138.56,11.601,1635.6,18.239,105,0,none
2025-02-01T12:00:00Z,M009,load,52.72,1.888,139.463,10.601,1666.4,26.456,105,0,none
2025-02-01T18:00:00Z,M009,load,50.1,2.198,132.091,12.614,1634.0,19.777,105,0,none
2025-02-02T00:00:00Z,M009,load,50.041,2.251,133.144,12.467,1553.8,15.251,106,0,none
2025-02-02T06:00:00Z,M009,load,51.861,2.346,134.013,11.039,1564.7,18.82,106,0,none
2025-02-02T12:00:00Z,M009,high_load,63.161,2.76,158.485,16.735,2317.2,24.387,106,0,none
2025-02-02T18:00:00Z,M009,high_load,60.758,2.732,153.021,17.393,2298.4,21.374,106,0,none
2025-02-03T00:00:00Z,M009,high_load,67.707,2.907,155.351,18.496,2364.5,15.57,107,1,cooling_degradation
2025-02-03T06:00:00Z,M009,high_load,59.805,3.042,161.92,16.557,2332.5,18.287,107,0,none
2025-02-03T12:00:00Z,M009,high_load,62.601,2.946,157.261,16.137,2193.7,25.9,107,0,none
2025-02-03T18:00:00Z,M009,high_load,60.651,2.99,156.119,16.616,2329.8,22.703,107,0,none
2025-02-04T00:00:00Z,M009,idle,34.881,1.212,107.693,5.054,555.7,14.395,108,0,none
2025-02-04T06:00:00Z,M009,idle,40.077,1.265,102.93,4.943,667.3,18.683,108,0,none
2025-02-04T12:00:00Z,M009,idle,38.509,1.174,109.128,4.347,656.1,25.768,108,0,none
2025-02-04T18:00:00Z,M009,idle,38.394,3.177,108.196,4.222,658.9,20.717,108,1,bearing_wear
2025-02-05T00:00:00Z,M009,idle,35.89,1.222,109.817,5.254,654.5,15.79,109,0,none
2025-02-05T06:00:00Z,M009,load,52.205,2.452,136.89,11.06,1614.9,19.566,109,0,none
2025-02-05T12:00:00Z,M009,load,51.032,2.372,137.621,11.729,1589.0,26.849,109,0,none
2025-02-05T18:00:00Z,M009,load,52.264,2.012,134.583,11.255,1590.6,21.181,109,0,none
2025-02-06T00:00:00Z,M009,load,50.935,2.261,135.404,12.433,1516.1,15.639,110,0,none
2025-02-06T06:00:00Z,M009,load,47.572,2.325,137.211,12.092,1581.2,18.739,110,0,none
2025-02-06T12:00:00Z,M009,load,53.337,2.543,137.141,11.092,1510.6,25.091,110,0,none
2025-02-06T18:00:00Z,M009,load,53.465,3.95,135.739,10.993,1595.5,22.329,110,1,bearing_wear
2025-02-07T00:00:00Z,M009,load,51.142,2.019,135.112,11.567,1637.0,15.797,111,0,none
2025-02-07T06:00:00Z,M009,load,51.437,1.801,136.662,12.75,1597.0,19.674,111,0,none
2025-02-07T12:00:00Z,M009,load,52.476,2.195,133.849,11.347,1584.8,23.561,111,0,none
2025-02-07T18:00:00Z,M009,load,53.878,2.307,135.953,11.477,1570.8,21.88,111,0,none
2025-02-08T00:00:00Z,M009,load,47.593,2.335,130.793,11.243,1626.8,14.986,112,0,none
2025-02-08T06:00:00Z,M009,load,51.445,2.573,131.961,12.085,1577.2,18.959,112,0,none
2025-02-08T12:00:00Z,M009,high_load,65.069,2.866,163.026,16.434,2367.3,26.342,112,0,none
2025-02-08T18:00:00Z,M009,high_load,62.963,3.078,156.928,16.952,2314.7,21.197,112,0,none
2025-02-09T00:00:00Z,M009,high_load,59.784,3.116,154.962,16.682,2189.0,15.301,113,0,none
2025-02-09T06:00:00Z,M009,high_load,63.462,2.924,159.723,16.881,2203.3,19.377,113,0,none
2025-02-09T12:00:00Z,M009,high_load,64.09,3.066,156.185,16.535,2290.2,25.528,113,0,none
2025-02-09T18:00:00Z,M009,high_load,61.419,2.925,161.371,16.748,2346.4,21.994,113,0,none
2025-02-10T00:00:00Z,M009,idle,36.614,1.445,104.389,5.074,651.2,15.691,114,0,none
2025-02-10T06:00:00Z,M009,idle,37.645,1.067,107.762,5.5,626.5,19.653,114,0,none
2025-02-10T12:00:00Z,M009,idle,40.0,1.293,108.442,4.707,613.2,25.347,114,0,none
2025-02-10T18:00:00Z,M009,idle,37.25,1.391,106.196,6.426,641.9,22.923,114,0,none
2025-02-11T00:00:00Z,M009,idle,35.947,1.352,107.476,5.491,647.3,16.401,115,0,none
2025-02-11T06:00:00Z,M009,load,47.072,2.066,130.613,11.812,1605.5,20.11,115,0,none
2025-02-11T12:00:00Z,M009,load,52.519,2.081,137.084,13.132,1580.5,25.637,115,0,none
2025-02-11T18:00:00Z,M009,load,50.88,2.488,134.212,12.305,1548.4,21.941,115,0,none
2025-02-12T00:00:00Z,M009,load,47.927,2.304,135.329,12.251,1555.0,16.404,116,0,none
2025-02-12T06:00:00Z,M009,load,49.43,1.951,137.559,11.842,1578.1,19.341,116,0,none
2025-02-12T12:00:00Z,M009,load,54.345,2.168,133.902,11.773,1579.9,26.032,116,0,none
2025-02-12T18:00:00Z,M009,load,50.583,2.482,132.096,11.801,1610.0,22.292,116,0,none
2025-02-13T00:00:00Z,M009,load,50.238,2.609,136.742,11.375,1637.4,16.046,117,0,none
2025-02-13T06:00:00Z,M009,load,52.752,2.235,133.681,11.517,1588.9,19.054,117,0,none
2025-02-13T12:00:00Z,M009,load,53.061,2.576,131.385,12.087,1644.3,26.707,117,0,none
2025-02-13T18:00:00Z,M009,load,50.531,2.268,135.574,10.794,1529.1,22.075,117,0,none
2025-02-14T00:00:00Z,M009,load,48.429,2.093,130.023,10.644,1566.3,15.029,118,0,none
2025-02-14T06:00:00Z,M009,load,49.456,2.336,137.593,11.968,1606.7,20.414,118,0,none
2025-02-14T12:00:00Z,M009,high_load,62.4,2.952,157.911,16.618,2324.2,24.186,118,0,none
2025-02-14T18:00:00Z,M009,high_load,59.016,3.035,152.939,17.846,2246.0,22.357,118,0,none
2025-02-15T00:00:00Z,M009,high_load,60.651,3.091,160.259,17.327,2216.3,16.057,119,0,none
2025-02-15T06:00:00Z,M009,high_load,58.609,3.284,156.278,16.861,2278.4,19.51,119,0,none
2025-02-15T12:00:00Z,M009,high_load,60.589,3.109,156.043,16.982,2324.3,25.439,119,0,none
2025-02-15T18:00:00Z,M009,high_load,60.75,3.075,159.258,16.926,2202.5,22.472,119,0,none
2025-02-16T00:00:00Z,M009,idle,38.139,1.253,104.354,5.189,748.5,17.287,120,0,none
2025-02-16T06:00:00Z,M009,idle,36.773,1.105,109.576,5.467,653.2,18.985,120,0,none
2025-02-16T12:00:00Z,M009,idle,39.657,1.148,108.55,5.186,588.0,25.354,120,0,none
2025-02-16T18:00:00Z,M009,idle,39.564,1.227,106.863,4.674,586.3,22.558,120,0,none
2025-02-17T00:00:00Z,M009,idle,37.709,1.153,105.365,5.214,668.1,16.1,121,0,none
2025-02-17T06:00:00Z,M009,load,51.699,2.376,132.485,12.013,1666.8,18.951,121,0,none
2025-02-17T12:00:00Z,M009,load,53.628,2.652,131.548,12.334,1673.1,25.102,121,0,none
2025-02-17T18:00:00Z,M009,load,52.495,2.126,136.113,10.906,1637.7,22.357,121,0,none
2025-02-18T00:00:00Z,M009,load,49.29,2.257,140.437,12.197,1518.5,17.881,122,0,none
2025-02-18T06:00:00Z,M009,load,52.376,2.306,133.056,12.487,1597.3,20.378,122,0,none
2025-02-18T12:00:00Z,M009,load,54.133,2.455,133.064,11.555,1563.8,26.609,122,0,none
2025-02-18T18:00:00Z,M009,load,52.531,2.553,133.413,11.601,1603.6,21.572,122,0,none
2025-02-19T00:00:00Z,M009,load,50.514,4.138,134.834,11.646,1611.8,15.857,123,1,bearing_wear
2025-02-19T06:00:00Z,M009,load,51.498,2.002,136.691,12.204,1573.1,18.909,123,0,none
2025-02-19T12:00:00Z,M009,load,53.427,2.18,135.965,11.279,1612.8,25.622,123,0,none
2025-02-19T18:00:00Z,M009,load,50.707,2.515,137.58,12.4,1432.5,22.181,123,0,none
2025-02-20T00:00:00Z,M009,load,48.078,2.17,130.936,11.75,1622.3,16.642,124,0,none
2025-02-20T06:00:00Z,M009,load,51.55,2.324,139.286,11.551,1560.9,19.29,124,0,none
2025-02-20T12:00:00Z,M009,high_load,62.964,3.034,156.592,16.722,2261.2,25.837,124,0,none
2025-02-20T18:00:00Z,M009,high_load,61.372,3.215,162.551,16.548,2195.2,23.818,124,0,none
2025-02-21T00:00:00Z,M009,high_load,59.603,3.084,160.196,16.962,2271.3,16.49,125,0,none
2025-02-21T06:00:00Z,M009,high_load,62.012,3.171,154.462,16.421,2199.9,20.115,125,0,none
2025-02-21T12:00:00Z,M009,high_load,64.776,3.181,157.215,18.508,2271.6,26.064,125,0,none
2025-02-21T18:00:00Z,M009,high_load,60.362,3.369,152.925,17.642,2295.4,21.579,125,0,none
2025-02-22T00:00:00Z,M009,idle,35.305,1.482,107.846,5.674,751.8,15.628,126,0,none
2025-02-22T06:00:00Z,M009,idle,37.631,1.385,102.319,4.486,662.4,19.623,126,0,none
2025-02-22T12:00:00Z,M009,idle,39.731,1.438,102.114,5.206,697.4,25.199,126,0,none
2025-02-22T18:00:00Z,M009,idle,38.69,1.234,105.499,4.417,667.0,22.381,126,0,none
2025-02-23T00:00:00Z,M009,idle,38.552,1.285,106.764,5.232,679.5,16.009,127,0,none
2025-02-23T06:00:00Z,M009,load,49.987,2.339,132.514,12.861,1622.2,20.095,127,0,none
2025-02-23T12:00:00Z,M009,load,52.819,2.601,134.079,11.434,1632.3,26.78,127,0,none
2025-02-23T18:00:00Z,M009,load,53.236,2.085,135.584,11.379,1557.2,21.765,127,0,none
2025-02-24T00:00:00Z,M009,load,49.823,2.204,137.227,12.486,1713.3,16.023,128,0,none
2025-02-24T06:00:00Z,M009,load,52.307,2.555,135.767,12.321,1547.5,18.936,128,0,none
2025-02-24T12:00:00Z,M009,load,53.003,2.311,134.361,11.01,1622.7,25.138,128,0,none
2025-02-24T18:00:00Z,M009,load,49.892,2.392,135.836,12.266,1509.7,21.813,128,0,none
2025-02-25T00:00:00Z,M009,load,50.327,2.17,129.15,11.615,1572.9,16.738,129,0,none
2025-02-25T06:00:00Z,M009,load,51.556,2.309,134.976,12.815,1534.7,19.203,129,0,none
2025-02-25T12:00:00Z,M009,load,51.648,2.496,136.635,11.16,1609.8,27.216,129,0,none
2025-02-25T18:00:00Z,M009,load,53.651,2.429,134.384,11.988,1753.4,23.158,129,0,none
2025-02-26T00:00:00Z,M009,load,52.129,2.539,130.594,11.258,1485.5,16.326,130,0,none
2025-02-26T06:00:00Z,M009,load,52.352,2.611,130.92,12.677,1703.6,20.497,130,0,none
2025-02-26T12:00:00Z,M009,high_load,75.286,2.968,153.619,16.96,2343.6,26.57,130,1,cooling_degradation
2025-02-26T18:00:00Z,M009,high_load,62.096,3.246,158.271,16.559,2316.6,22.294,130,0,none
2025-02-27T00:00:00Z,M009,high_load,59.234,3.103,162.297,16.482,2341.5,15.693,131,0,none
2025-02-27T06:00:00Z,M009,high_load,59.635,3.434,157.262,16.96,2227.3,20.215,131,0,none
2025-02-27T12:00:00Z,M009,high_load,64.604,3.057,154.375,17.557,2188.8,26.635,131,0,none
2025-02-27T18:00:00Z,M009,high_load,61.014,3.23,161.297,16.449,2287.2,21.257,131,0,none
2025-02-28T00:00:00Z,M009,idle,35.904,1.379,107.065,5.161,679.6,16.571,132,0,none
2025-02-28T06:00:00Z,M009,idle,38.347,1.305,110.168,5.188,572.5,19.024,132,0,none
2025-02-28T12:00:00Z,M009,idle,38.631,1.221,106.78,5.77,589.7,24.859,132,0,none
2025-02-28T18:00:00Z,M009,idle,41.091,1.071,106.587,5.742,602.0,22.732,132,0,none
2025-03-01T00:00:00Z,M009,idle,38.542,1.513,105.271,5.761,660.6,16.928,133,0,none
2025-03-01T06:00:00Z,M009,load,51.335,2.292,133.822,12.85,1500.7,20.516,133,0,none
2025-03-01T12:00:00Z,M009,load,53.789,2.551,135.779,11.683,1512.7,25.952,133,0,none
2025-03-01T18:00:00Z,M009,load,51.419,2.606,136.263,12.227,1583.7,22.44,133,0,none
2025-03-02T00:00:00Z,M009,load,52.445,2.43,139.85,12.726,1604.7,17.065,134,0,none
2025-03-02T06:00:00Z,M009,load,51.828,2.55,138.727,11.569,1581.0,18.396,134,0,none
2025-03-02T12:00:00Z,M009,load,54.572,2.622,137.814,10.773,1580.2,26.896,134,0,none
2025-03-02T18:00:00Z,M009,load,54.297,2.313,137.326,11.252,1581.5,22.401,134,0,none
2025-03-03T00:00:00Z,M009,load,52.227,2.395,133.667,12.114,1503.6,15.795,135,0,none
2025-03-03T06:00:00Z,M009,load,52.035,2.47,132.243,12.242,1573.5,18.361,135,0,none
2025-03-03T12:00:00Z,M009,load,55.296,2.543,135.09,13.025,1651.6,24.887,135,0,none
2025-03-03T18:00:00Z,M009,load,54.473,2.525,131.314,11.788,1495.4,23.002,135,0,none
2025-03-04T00:00:00Z,M009,load,51.356,2.393,133.546,11.3,1614.0,15.791,136,0,none
2025-03-04T06:00:00Z,M009,load,51.939,2.512,132.472,12.869,1595.2,21.143,136,0,none
2025-03-04T12:00:00Z,M009,high_load,63.863,3.444,154.445,16.114,2336.0,26.284,136,0,none
2025-03-04T18:00:00Z,M009,high_load,62.833,3.027,155.945,16.77,2286.2,21.471,136,0,none
2025-03-05T00:00:00Z,M009,high_load,63.056,3.446,159.239,16.697,2300.9,16.364,137,0,none
2025-03-05T06:00:00Z,M009,high_load,62.902,3.002,157.418,16.558,2352.9,21.501,137,0,none
2025-03-05T12:00:00Z,M009,high_load,63.316,3.449,155.634,17.634,2440.4,25.317,137,0,none
2025-03-05T18:00:00Z,M009,high_load,63.441,2.845,155.566,17.478,2270.6,21.999,137,0,none
2025-03-06T00:00:00Z,M009,idle,38.587,1.572,107.343,5.363,701.3,15.467,138,0,none
2025-03-06T06:00:00Z,M009,idle,39.022,1.681,103.241,6.113,623.7,19.784,138,0,none
2025-03-06T12:00:00Z,M009,idle,40.537,1.55,106.0,5.473,659.2,25.63,138,0,none
2025-03-06T18:00:00Z,M009,idle,42.054,1.382,101.615,5.954,654.1,22.936,138,0,none
2025-03-07T00:00:00Z,M009,idle,38.405,1.438,107.967,5.631,716.6,17.526,139,0,none
2025-03-07T06:00:00Z,M009,load,51.494,2.583,136.999,10.585,1677.1,21.335,139,0,none
2025-03-07T12:00:00Z,M009,load,51.272,2.365,132.941,12.147,1607.9,25.771,139,0,none
2025-03-07T18:00:00Z,M009,load,52.563,2.483,134.91,11.828,1593.5,22.305,139,0,none
2025-03-08T00:00:00Z,M009,load,50.897,2.327,136.946,12.344,1601.2,16.671,140,0,none
2025-03-08T06:00:00Z,M009,load,52.58,2.67,133.419,11.011,1616.2,20.799,140,0,none
2025-03-08T12:00:00Z,M009,load,52.748,2.637,134.04,11.866,1601.5,25.508,140,0,none
2025-03-08T18:00:00Z,M009,load,51.243,2.482,131.605,13.089,1610.7,23.423,140,0,none
2025-03-09T00:00:00Z,M009,load,50.965,2.266,137.307,12.038,1550.5,15.226,141,0,none
2025-03-09T06:00:00Z,M009,load,52.106,2.346,144.289,11.335,1572.4,19.645,141,0,none
2025-03-09T12:00:00Z,M009,load,54.119,2.399,135.647,11.226,1601.3,24.808,141,0,none
2025-03-09T18:00:00Z,M009,load,52.906,2.543,132.868,13.256,1567.4,21.566,141,0,none
2025-03-10T00:00:00Z,M009,load,51.619,2.612,139.543,10.697,1566.1,15.021,142,0,none
2025-03-10T06:00:00Z,M009,load,51.075,2.616,138.528,12.956,1610.8,20.049,142,0,none
2025-03-10T12:00:00Z,M009,high_load,62.081,3.167,155.726,15.897,2319.9,26.029,142,0,none
2025-03-10T18:00:00Z,M009,high_load,69.174,3.519,157.555,17.75,2258.0,22.136,142,1,cooling_degradation
2025-03-11T00:00:00Z,M009,high_load,60.011,3.227,160.611,16.763,2273.4,15.614,143,0,none
2025-03-11T06:00:00Z,M009,high_load,62.649,3.463,156.774,17.162,2246.9,20.229,143,0,none
2025-03-11T12:00:00Z,M009,high_load,64.621,3.238,159.138,17.766,2351.0,26.947,143,0,none
2025-03-11T18:00:00Z,M009,high_load,62.334,3.657,154.376,16.91,2310.9,22.121,143,0,none
2025-03-12T00:00:00Z,M009,idle,37.335,1.525,103.335,5.495,634.8,16.375,144,0,none
2025-03-12T06:00:00Z,M009,idle,38.277,1.619,106.679,5.122,612.0,19.506,144,0,none
2025-03-12T12:00:00Z,M009,idle,42.164,1.422,106.705,5.26,643.6,26.097,144,0,none
2025-03-12T18:00:00Z,M009,idle,41.198,1.504,104.414,5.502,655.6,22.589,144,0,none
2025-03-13T00:00:00Z,M009,idle,38.78,1.602,105.547,5.236,645.8,17.16,145,0,none
2025-03-13T06:00:00Z,M009,load,51.307,2.463,135.504,11.981,1591.9,19.986,145,0,none
2025-03-13T12:00:00Z,M009,load,54.314,2.433,131.769,13.159,1495.5,25.497,145,0,none
2025-03-13T18:00:00Z,M009,load,51.215,2.663,137.241,11.667,1601.6,22.296,145,0,none
2025-03-14T00:00:00Z,M009,load,50.494,2.32,133.711,12.546,1614.5,17.427,146,0,none
2025-03-14T06:00:00Z,M009,load,52.569,2.349,135.098,11.559,1539.7,20.122,146,0,none
2025-03-14T12:00:00Z,M009,load,55.392,2.224,133.091,11.894,1649.6,26.081,146,0,none
2025-03-14T18:00:00Z,M009,load,53.786,2.598,136.857,12.757,1564.6,22.707,146,0,none
2025-03-15T00:00:00Z,M009,load,50.556,2.831,133.858,12.526,1542.9,17.461,147,0,none
2025-03-15T06:00:00Z,M009,load,50.464,2.755,134.323,11.445,1506.0,18.748,147,0,none
2025-03-15T12:00:00Z,M009,load,54.939,4.819,134.087,12.591,1587.6,26.426,147,1,bearing_wear
2025-03-15T18:00:00Z,M009,load,52.197,2.166,129.943,11.606,1606.3,23.307,147,0,none
2025-03-16T00:00:00Z,M009,load,52.476,2.504,133.405,11.144,1667.0,17.091,148,0,none
2025-03-16T06:00:00Z,M009,load,49.988,2.449,132.768,11.948,1637.0,20.475,148,0,none
2025-03-16T12:00:00Z,M009,high_load,67.363,3.411,159.595,17.35,2269.0,27.292,148,0,none
2025-03-16T18:00:00Z,M009,high_load,72.941,3.191,155.045,18.131,2393.3,23.985,148,1,cooling_degradation
2025-03-17T00:00:00Z,M009,high_load,71.121,3.418,157.205,18.279,2289.8,17.273,149,1,cooling_degradation
2025-03-17T06:00:00Z,M009,high_load,72.333,3.441,155.733,18.564,2381.2,20.661,149,1,cooling_degradation
2025-03-17T12:00:00Z,M009,high_load,65.156,3.218,152.409,17.694,2269.4,25.669,149,0,none
2025-03-17T18:00:00Z,M009,high_load,62.431,3.515,155.295,18.43,2258.7,22.695,149,0,none
2025-03-18T00:00:00Z,M009,idle,37.333,1.42,104.84,4.527,736.4,16.755,150,0,none
2025-03-18T06:00:00Z,M009,idle,38.504,1.288,103.853,5.797,672.0,20.067,150,0,none
2025-03-18T12:00:00Z,M009,idle,40.155,1.371,101.51,5.94,675.6,26.253,150,0,none
2025-03-18T18:00:00Z,M009,idle,38.089,1.554,100.168,5.793,558.9,22.974,150,0,none
2025-03-19T00:00:00Z,M009,idle,39.395,1.462,108.842,5.678,658.2,16.932,151,0,none
2025-03-19T06:00:00Z,M009,load,52.241,2.405,135.245,12.455,1569.4,21.424,151,0,none
2025-03-19T12:00:00Z,M009,load,55.876,2.753,137.126,11.315,1650.3,27.32,151,0,none
2025-03-19T18:00:00Z,M009,load,55.657,2.505,130.379,12.214,1573.0,23.459,151,0,none
2025-03-20T00:00:00Z,M009,load,52.795,4.983,130.038,12.041,1590.8,16.728,152,1,bearing_wear
2025-03-20T06:00:00Z,M009,load,51.377,2.678,136.658,11.969,1572.2,19.101,152,0,none
2025-03-20T12:00:00Z,M009,load,54.387,2.845,130.739,12.931,1539.3,24.764,152,0,none
2025-03-20T18:00:00Z,M009,load,50.416,2.492,133.852,12.028,1619.5,22.499,152,0,none
2025-03-21T00:00:00Z,M009,load,50.745,2.593,133.521,12.024,1492.6,15.704,153,0,none
2025-03-21T06:00:00Z,M009,load,52.902,2.575,135.358,12.088,1520.1,18.687,153,0,none
2025-03-21T12:00:00Z,M009,load,52.899,2.661,130.627,12.338,1707.4,25.185,153,0,none
2025-03-21T18:00:00Z,M009,load,50.279,2.701,129.795,11.846,1545.1,22.313,153,0,none
2025-03-22T00:00:00Z,M009,load,51.458,2.612,131.758,12.468,1613.7,17.197,154,0,none
2025-03-22T06:00:00Z,M009,load,50.81,2.424,133.397,12.881,1616.7,20.037,154,0,none
2025-03-22T12:00:00Z,M009,high_load,63.603,3.309,155.065,17.337,2265.2,26.625,154,0,none
2025-03-22T18:00:00Z,M009,high_load,62.599,3.25,156.9,17.413,2282.3,22.554,154,0,none
2025-03-23T00:00:00Z,M009,high_load,61.644,3.236,157.412,17.176,2344.1,17.174,155,0,none
2025-03-23T06:00:00Z,M009,high_load,71.682,3.407,155.908,18.19,2323.7,19.813,155,1,cooling_degradation
2025-03-23T12:00:00Z,M009,high_load,64.025,3.27,153.171,17.568,2371.1,26.262,155,0,none
2025-03-23T18:00:00Z,M009,high_load,62.56,3.347,156.124,18.2,2198.4,22.528,155,0,none
2025-03-24T00:00:00Z,M009,idle,38.346,1.798,99.509,6.115,644.6,15.983,156,0,none
2025-03-24T06:00:00Z,M009,idle,38.893,1.577,110.976,5.116,684.2,20.019,156,0,none
2025-03-24T12:00:00Z,M009,idle,38.709,1.583,103.887,6.116,660.1,25.662,156,0,none
2025-03-24T18:00:00Z,M009,idle,39.381,1.666,105.521,5.279,627.5,22.778,156,0,none
2025-03-25T00:00:00Z,M009,idle,37.658,1.641,104.362,4.876,566.8,17.454,157,0,none
2025-03-25T06:00:00Z,M009,load,51.059,2.676,138.671,11.902,1674.9,19.838,157,0,none
2025-03-25T12:00:00Z,M009,load,51.984,2.847,134.854,11.66,1533.5,26.208,157,0,none
2025-03-25T18:00:00Z,M009,load,54.556,2.374,132.969,12.514,1518.7,22.938,157,0,none
2025-03-26T00:00:00Z,M009,load,51.734,2.66,133.548,11.623,1564.3,16.879,158,0,none
2025-03-26T06:00:00Z,M009,load,60.523,2.517,132.565,12.73,1575.4,20.612,158,1,cooling_degradation
2025-03-26T12:00:00Z,M009,load,56.085,2.775,112.596,13.102,1672.6,26.662,158,1,pressure_leak
2025-03-26T18:00:00Z,M009,load,50.828,2.833,135.619,12.334,1562.7,22.593,158,0,none
2025-03-27T00:00:00Z,M009,load,52.568,2.921,137.264,11.771,1632.2,17.229,159,0,none
2025-03-27T06:00:00Z,M009,load,52.31,2.684,135.468,13.283,1555.0,20.96,159,0,none
2025-03-27T12:00:00Z,M009,load,52.844,2.83,128.519,11.868,1571.5,26.495,159,0,none
2025-03-27T18:00:00Z,M009,load,54.936,2.89,134.666,12.348,1633.8,23.803,159,0,none
2025-03-28T00:00:00Z,M009,load,51.449,2.498,134.86,12.044,1614.0,17.768,160,0,none
2025-03-28T06:00:00Z,M009,load,52.717,2.69,133.271,13.202,1651.4,20.32,160,0,none
2025-03-28T12:00:00Z,M009,high_load,66.681,4.798,156.026,16.641,2313.1,26.199,160,1,bearing_wear
2025-03-28T18:00:00Z,M009,high_load,63.566,3.257,156.889,17.565,2238.9,22.602,160,0,none
2025-03-29T00:00:00Z,M009,high_load,63.623,3.207,153.376,17.738,2274.9,16.469,161,0,none
2025-03-29T06:00:00Z,M009,high_load,62.182,3.569,135.302,18.147,2229.2,19.748,161,1,pressure_leak
2025-03-29T12:00:00Z,M009,high_load,63.017,3.548,158.137,17.355,2289.2,26.876,161,0,none
2025-03-29T18:00:00Z,M009,high_load,64.563,3.512,153.237,17.079,2258.7,23.663,161,0,none
2025-03-30T00:00:00Z,M009,idle,38.169,1.759,103.578,5.81,632.9,16.692,162,0,none
2025-03-30T06:00:00Z,M009,idle,41.459,1.536,102.503,5.426,615.7,19.275,162,0,none
